"","school","sex","address","famsize","Pstatus","Mjob","Fjob","reason","guardian","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","Medu","Fedu","traveltime","studytime","failures","famrel","freetime","goout","Dalc","Walc","health","df2$w","age","absences","G1","G2","G3"
"130",0,1,NA,0,1,"2","2","1","2",0,0,1,1,1,1,1,0,4,4,NA,1,0,3,NA,NA,NA,NA,4,46,16,7,15.7820512820513,15.7692307692308,16.0769230769231
"131",0,0,0,0,1,"2","2","1",NA,0,1,0,NA,1,1,1,1,3,4,2,3,2,4,2,NA,2,2,NA,59,15,1.66666666666667,11,6.94017094017094,5.18803418803419
"132",0,0,1,0,1,"1","1","1","2",0,1,0,1,0,1,1,1,NA,1,NA,1,0,4,3,NA,NA,NA,4,55,15,0,7.01709401709402,5.41025641025641,3.28205128205128
"133",0,0,1,1,1,"1","1","1","1",0,NA,0,0,1,1,1,NA,2,2,1,NA,0,NA,NA,4,1,3,NA,42,16.6666666666667,17.6025641025641,12,13.3333333333333,12
"134",0,0,1,0,NA,"2","1","1",NA,0,0,0,0,1,1,1,0,3,4,1,NA,0,NA,NA,NA,1,4,NA,56,16.6666666666667,17.6025641025641,12,10.3333333333333,11
"135",0,1,0,NA,1,"1","2","1","2",0,1,0,0,1,1,0,1,3,NA,NA,2,0,5,3,3,1,NA,5,55,15.3333333333333,0,9.33333333333333,5.41025641025641,3.28205128205128
"136",0,0,1,0,1,"2","1","1","2",0,1,NA,1,1,1,1,1,4,4,1,3,0,4,3,NA,1,1,5,47,15.3333333333333,0,9.33333333333333,5.41025641025641,3.28205128205128
"137",0,1,0,0,1,"1",NA,"1","2",0,NA,0,0,1,1,0,NA,3,4,3,2,0,5,NA,NA,NA,4,5,48,16.6666666666667,1.33333333333333,8.66666666666667,6.27350427350427,3.28205128205128
"138",0,0,1,0,NA,"1","1","1","2",0,1,0,1,0,1,1,1,3,NA,2,1,NA,4,3,NA,1,1,NA,57,16,0,6.52564102564103,5.41025641025641,3.28205128205128
"139",0,1,1,1,1,"2","1","1","2",0,0,0,NA,1,1,0,1,NA,1,1,2,1,4,4,4,1,NA,5,47,16,0.666666666666667,12,12,11.3333333333333
"140",0,NA,1,0,1,"2","2","1","2",0,0,0,1,1,1,1,0,4,4,2,1,0,NA,3,2,1,NA,5,45,15,0,15.7820512820513,15.7692307692308,16.0769230769231
"141",0,1,1,0,1,"2","2","1","1",1,1,0,0,1,1,1,0,4,NA,NA,NA,0,NA,NA,NA,1,1,3,53,15.3333333333333,0.666666666666667,7.35042735042735,10,3.28205128205128
"142",0,1,NA,NA,1,"2",NA,"2",NA,0,1,0,1,1,1,1,0,2,2,NA,1,2,2,3,3,NA,2,NA,44,16,6,9.66666666666667,9.66666666666667,10
"143",0,0,1,0,1,NA,"2","1","2",0,1,1,1,1,1,1,0,4,NA,1,3,0,4,2,2,1,1,5,56,15,2.66666666666667,9.66666666666667,12.3333333333333,11.6666666666667
"144",0,NA,1,1,1,"1","1","1","2",0,0,0,0,1,1,1,0,1,1,1,1,0,3,NA,4,3,3,NA,51,16,0.666666666666667,13.3333333333333,14.5897435897436,13.6666666666667
"145",0,1,1,0,1,"1","1","1","2",0,1,0,0,1,1,1,0,2,NA,1,1,NA,5,NA,NA,1,2,5,53,17,0,6.52564102564103,5.41025641025641,3.28205128205128
"146",0,0,1,0,1,"1","2","1","1",0,1,1,0,1,1,NA,0,1,NA,1,2,0,4,4,2,1,NA,5,46,15,0.666666666666667,9.66666666666667,10.6666666666667,10.6666666666667
"147",0,0,1,0,1,"1","2","1","1",0,1,0,0,1,1,1,0,NA,NA,1,2,NA,NA,3,NA,1,1,3,52,15,0,7.01709401709402,5.41025641025641,3.28205128205128
"148",0,NA,1,0,1,"1","1","1","2",0,1,1,0,0,1,1,0,NA,2,1,2,0,4,3,2,1,1,NA,48,15,0.666666666666667,9.66666666666667,10.6666666666667,10.6666666666667
"149",0,1,1,NA,1,"2","2","1","2",0,1,NA,0,1,NA,1,1,4,4,1,1,0,3,NA,2,2,NA,NA,35,16,0,6.52564102564103,5.41025641025641,3.28205128205128
"150",0,1,1,1,0,"2","1","1","2",0,0,0,0,1,1,1,0,2,NA,4,1,NA,4,NA,NA,NA,NA,5,66,16,0,7.50854700854701,9.33333333333333,9.66666666666667
"151",0,1,1,1,1,"1",NA,"1","2",0,0,0,0,1,0,1,1,1,NA,1,1,3,2,3,NA,2,5,NA,49,18,0,6.52564102564103,5.41025641025641,3.28205128205128
"152",0,1,1,1,1,NA,"1","1","2",0,0,0,1,1,1,0,1,2,1,1,NA,1,4,4,4,NA,5,5,47,16.3333333333333,6.66666666666667,11.3333333333333,14.2564102564103,14.3589743589744
"153",0,0,0,0,1,"2","2",NA,"2",0,1,NA,1,1,1,1,1,3,NA,2,3,2,4,2,1,2,NA,3,44,16,6,9.66666666666667,9.66666666666667,10
"154",0,1,1,0,1,"2","1","1","2",0,1,0,NA,1,0,1,NA,3,2,NA,1,3,4,5,4,1,NA,NA,42,18.3162393162393,0.333333333333333,6.52564102564103,5.41025641025641,3.28205128205128
"155",0,0,1,0,1,"1",NA,"1","2",1,1,0,0,1,1,0,1,NA,4,1,NA,0,4,2,1,1,1,NA,42,18,0,12,11.3333333333333,12
"156",0,NA,0,0,1,"1","2","1","2",NA,0,NA,1,1,1,0,0,2,3,1,2,0,NA,4,NA,1,NA,NA,47,15,1.66666666666667,11,6.94017094017094,5.18803418803419
"157",0,1,0,NA,1,"1","1",NA,"2",0,0,0,0,NA,1,0,0,NA,2,1,1,0,2,2,2,NA,NA,NA,47,17,5,15.7820512820513,12,11.6666666666667
"158",0,0,NA,0,1,"1","1","1","2",0,1,0,1,0,1,NA,NA,1,1,3,1,NA,NA,NA,NA,1,5,4,54,18.3162393162393,7,8.33333333333333,5.41025641025641,8.66666666666667
"159",0,1,0,0,1,"1","1","1","2",0,0,0,0,0,1,0,0,2,2,NA,1,0,NA,2,2,1,NA,3,39,16,2,15.7820512820513,15.7692307692308,16.0769230769231
"160",0,1,1,NA,1,"1","2","1","1",0,NA,1,0,1,1,1,1,3,NA,1,2,NA,4,5,NA,NA,NA,5,52,16,5.33333333333333,10,12.3333333333333,12.3333333333333
"161",0,1,0,1,1,"1","1","1","2",0,0,0,1,1,0,NA,1,NA,1,NA,1,NA,NA,3,2,2,NA,5,54,17,0,6.52564102564103,5.41025641025641,3.28205128205128
"162",0,1,NA,0,1,"1","1","1","2",NA,1,0,NA,1,1,1,1,3,NA,NA,2,NA,4,4,4,1,NA,3,59,15.3333333333333,5.66666666666667,6.52564102564103,9.66666666666667,5.52136752136752
"163",0,1,1,1,1,"1","1","1","2",0,NA,0,1,1,1,0,0,1,NA,2,1,1,4,4,4,2,NA,5,47,16,0,6.52564102564103,5.41025641025641,3.28205128205128
"164",0,1,1,0,1,"1","2","1","1",0,0,0,0,1,NA,1,0,NA,3,NA,1,0,5,3,NA,1,NA,NA,42,17,2,9.66666666666667,9.66666666666667,10
"165",0,1,0,1,1,"1",NA,"1","2",0,0,0,1,1,0,0,1,NA,1,4,NA,NA,5,3,NA,NA,5,5,49,17,0,6.52564102564103,5.41025641025641,3.28205128205128
"166",0,1,1,0,1,"2","2","1","2",0,1,0,1,NA,0,NA,0,3,2,NA,1,NA,4,5,NA,1,NA,NA,63,16,17.6025641025641,12.6666666666667,12,12.3333333333333
"167",0,1,1,0,1,"1","1","1","1",0,0,0,0,1,NA,1,0,2,2,1,NA,0,4,3,NA,NA,NA,4,53,16,6,9.66666666666667,9.66666666666667,10
"168",0,0,1,0,1,"1","2","1","1",0,NA,1,0,1,1,1,NA,NA,2,1,2,0,4,NA,NA,1,1,NA,52,16,1.33333333333333,15.1880341880342,15.7692307692308,16.0769230769231
"169",0,0,1,0,1,"1","1","1","2",0,1,1,0,0,1,1,0,2,2,1,2,0,5,NA,5,1,1,NA,44,16,0,6.52564102564103,5.41025641025641,3.28205128205128
"170",0,0,1,0,1,"1","1","2","2",0,1,1,0,1,1,1,1,4,4,NA,2,0,4,NA,2,1,1,NA,44,16,0.666666666666667,13.3333333333333,14.5897435897436,13.6666666666667
"171",0,1,1,0,1,"1","1","1",NA,0,1,0,1,NA,1,1,0,NA,4,NA,1,NA,3,4,NA,NA,4,NA,53,16,0,6.52564102564103,5.41025641025641,3.28205128205128
"172",0,1,1,0,1,"1","1","2","2",0,1,1,NA,1,1,1,1,1,NA,2,2,0,4,3,2,1,1,NA,65,16,1.33333333333333,12.6666666666667,15.7692307692308,16.0769230769231
"173",0,1,1,1,1,"2","1","2","2",0,1,1,1,1,1,1,0,4,NA,1,2,0,4,4,NA,1,3,5,57,17,2,13.3333333333333,11.3333333333333,11
"174",0,0,1,0,1,"1","2","1","2",0,0,0,NA,0,1,1,NA,1,NA,1,2,3,NA,3,NA,1,1,3,54,15.3333333333333,0,9.33333333333333,5.41025641025641,3.28205128205128
"175",0,0,1,1,1,"1","1","2","2",0,NA,1,1,1,1,1,0,3,NA,2,2,0,4,4,NA,1,1,NA,66,16.6,2.4,10.6,10,10.8
"176",0,1,1,1,1,"2","1","1","2",0,0,1,1,1,1,1,0,4,3,2,NA,0,4,4,4,NA,NA,NA,53,18.3162393162393,3.66666666666667,10.3333333333333,9.33333333333333,9.33333333333333
"177",0,0,1,0,1,NA,"1","2",NA,0,0,1,1,0,1,1,0,2,2,2,2,0,NA,4,4,1,NA,5,34,16,2,12.3333333333333,12.6666666666667,11
"178",0,1,1,0,1,"1","1",NA,NA,0,0,0,1,0,1,1,0,3,3,1,2,0,NA,3,4,1,NA,4,41,17,4,6.52564102564103,5.41025641025641,3.28205128205128
"179",0,1,0,0,1,"2","2","2","2",0,1,0,1,1,1,1,NA,4,NA,1,1,0,4,3,3,3,4,NA,60,16,17.6025641025641,10,6.60683760683761,9
"180",0,1,1,0,1,"1","1","1","2",0,1,0,1,1,1,1,1,NA,3,1,2,0,5,NA,3,1,1,NA,42,17,5.66666666666667,10.6666666666667,9.33333333333333,10
"181",0,1,1,0,1,"2","1","1","2",0,1,1,1,1,1,1,0,4,3,1,2,0,NA,NA,3,2,3,3,58,16,17.6025641025641,10,6.60683760683761,9
"182",0,1,1,NA,1,"2","1","1","2",0,0,1,1,1,1,1,1,NA,3,1,2,0,4,2,3,1,2,NA,75,16,2,12.3333333333333,12.6666666666667,11
"183",0,0,NA,0,1,"2","2",NA,"1",0,1,0,1,1,1,NA,0,NA,4,1,2,0,5,4,2,NA,3,5,42,17,0,15.7820512820513,15.7692307692308,16.0769230769231
"184",0,0,1,1,NA,"1","1",NA,"2",NA,1,0,1,1,1,1,1,3,3,1,2,0,5,3,3,NA,NA,1,56,16.3333333333333,17.6025641025641,10.6666666666667,9.66666666666667,9.66666666666667
"185",0,0,1,0,1,"1","1","2","2",0,1,1,NA,1,1,1,0,3,2,1,NA,0,1,2,2,1,2,NA,50,16.6666666666667,17.6025641025641,12,13.3333333333333,12
"186",0,1,1,0,1,"2","2","2",NA,0,1,0,1,1,1,1,1,NA,NA,1,2,0,4,3,NA,NA,NA,4,51,16.6666666666667,17.6025641025641,12,13.3333333333333,12
"187",0,NA,1,0,1,"2","2","2","2",0,1,1,1,1,1,1,NA,NA,NA,1,1,0,3,NA,3,1,2,NA,50,16,0.666666666666667,12,12,11.3333333333333
"188",0,1,1,1,1,NA,"1","1","2",0,0,1,1,1,1,1,1,2,NA,1,2,0,4,2,3,1,NA,5,37,16,0,15.7820512820513,15.7692307692308,16.0769230769231
"189",0,0,1,NA,0,"1","1","2","2",0,1,0,NA,NA,1,1,1,3,3,1,2,0,NA,3,3,1,3,NA,31,17,6,9.33333333333333,7.47008547008547,8.66666666666667
"190",0,1,NA,0,1,"1","1","1","2",0,0,0,0,1,1,NA,0,NA,2,1,2,0,3,NA,3,1,NA,3,63,17,4,7.50854700854701,10.3333333333333,10
"191",0,0,1,0,1,"2","2","1","2",0,0,0,NA,1,1,1,0,2,3,1,2,0,NA,3,3,1,1,NA,45,16,14.4017094017094,11.6666666666667,12.6666666666667,13.3333333333333
"192",0,0,1,0,1,"1","2","1",NA,0,0,0,NA,1,1,1,0,1,1,1,2,0,5,3,3,1,1,NA,42,17,2,7.50854700854701,5.41025641025641,9.33333333333333
"193",0,NA,1,0,1,"1",NA,"2","2",0,0,1,1,0,1,1,0,NA,2,2,2,0,4,4,4,NA,5,5,51,16.6666666666667,17.6025641025641,7.01709401709402,8.33333333333333,6.76068376068376
"194",0,1,0,0,1,"2","2","2","2",0,NA,0,1,1,1,1,0,NA,3,1,1,0,4,3,NA,3,4,5,54,15.6666666666667,8,8.17521367521367,6.60683760683761,10.6666666666667
"195",0,1,1,0,1,"1","1","1","1",0,0,0,0,1,1,1,0,2,3,2,1,0,5,NA,3,1,1,NA,49,16,0.666666666666667,13.3333333333333,14.5897435897436,13.6666666666667
"196",0,NA,1,1,1,"2",NA,"1",NA,0,0,0,1,1,1,1,1,2,4,1,2,0,4,3,NA,1,NA,5,47,17,1.33333333333333,15.1880341880342,15.7692307692308,15.3846153846154
"197",0,1,1,0,1,"2","2","1","2",0,0,0,NA,1,1,1,0,4,4,1,1,0,5,2,NA,1,2,5,51,17,4.66666666666667,15.7820512820513,15.7692307692308,16.0769230769231
"198",0,1,NA,NA,1,"2",NA,"1","1",0,1,1,1,1,1,1,0,3,3,NA,1,0,NA,3,4,NA,NA,NA,59,15.3333333333333,8.33333333333333,9.66666666666667,9.33333333333333,10
"199",0,0,1,0,1,"2","2","1","2",NA,1,NA,0,1,1,1,0,4,4,NA,1,NA,NA,2,4,2,3,NA,54,17,15.0683760683761,15.7820512820513,15.7692307692308,16.0769230769231
"200",0,0,1,1,1,"2",NA,"2","2",0,1,1,0,1,1,1,0,4,NA,1,2,0,4,5,NA,1,NA,NA,43,16,1.33333333333333,9.33333333333333,9.33333333333333,10
"201",0,0,1,0,1,NA,"1","1","2",0,1,0,NA,1,1,1,0,4,3,1,2,0,4,NA,5,1,NA,NA,52,16,2.66666666666667,15.7820512820513,15.7692307692308,16.0769230769231
"202",0,0,NA,0,1,"1","1","2","2",1,1,1,1,1,1,0,0,NA,3,1,NA,0,4,NA,3,1,3,4,48,16,5.33333333333333,8.17521367521367,10,10.3333333333333
"203",0,0,1,NA,1,"1","1","1","2",0,1,1,0,0,1,0,0,1,1,1,2,0,4,4,NA,1,3,NA,45,17,4,9,9,10.3333333333333
"204",0,NA,0,0,1,"1","1","2","2",0,1,0,NA,1,1,1,0,2,2,1,1,0,5,3,NA,1,2,NA,38,17,17.6025641025641,6.52564102564103,5.41025641025641,3.28205128205128
"205",0,0,NA,0,1,"2","2",NA,"2",0,1,1,1,NA,1,1,0,2,2,2,NA,0,5,3,NA,1,1,NA,45,16.6,2.4,10.6,10,10.8
"206",0,0,1,0,1,"1",NA,"1","2",0,1,1,0,1,1,1,1,3,NA,1,3,NA,4,4,3,NA,NA,NA,45,17,17.6025641025641,10.6666666666667,9,8.66666666666667
"207",0,0,1,0,NA,"2","1","1","2",NA,1,1,0,1,1,1,0,3,1,1,2,NA,NA,3,3,NA,2,4,47,15.3333333333333,7.33333333333333,6.52564102564103,5.41025641025641,3.28205128205128
"208",0,0,1,0,1,"2",NA,"2","2",0,0,1,1,1,1,1,NA,4,3,1,2,0,NA,3,2,1,1,1,61,16,14.4017094017094,11.6666666666667,12.6666666666667,13.3333333333333
"209",0,0,1,0,1,"1","1","1","2",0,1,1,0,1,1,0,0,NA,1,2,1,0,NA,3,2,1,4,NA,52,16,5.33333333333333,8.17521367521367,10,10.3333333333333
"210",0,0,0,0,1,"2","1","2","2",0,1,1,1,1,1,1,1,4,3,NA,NA,0,4,4,NA,1,NA,4,51,17.6666666666667,6.66666666666667,6.52564102564103,5.41025641025641,3.28205128205128
"211",0,0,1,0,1,"1","1","2","2",0,1,1,NA,1,1,1,0,3,3,1,4,0,4,3,3,1,NA,3,60,18.3162393162393,17.6025641025641,9.66666666666667,8.33333333333333,8.33333333333333
"212",0,1,1,1,1,"2","1","1","2",0,1,1,0,1,1,1,1,4,NA,1,2,0,5,NA,5,NA,NA,3,46,17,17.6025641025641,12.3333333333333,12.3333333333333,13.6666666666667
"213",0,0,1,0,NA,"1","1",NA,"2",1,1,1,0,1,1,1,0,NA,2,1,2,0,NA,3,NA,1,1,NA,50,16,0.666666666666667,11.6666666666667,13,14.6923076923077
"214",0,1,1,0,1,"2","1","1","2",0,1,1,1,1,1,1,0,NA,2,1,2,NA,4,NA,NA,2,NA,NA,54,18.1581196581197,17.6025641025641,6.52564102564103,5.41025641025641,6.42735042735043
"215",0,0,NA,1,1,"2","1","2","2",0,1,1,0,1,1,NA,0,4,4,1,NA,0,NA,NA,NA,1,2,NA,48,17,17.6025641025641,8.17521367521367,9.66666666666667,10.3333333333333
"216",0,0,1,1,1,"1","1","2","2",0,0,1,NA,NA,1,1,0,3,2,2,2,0,4,4,4,1,NA,NA,45,17,1.33333333333333,12.3333333333333,15.7692307692308,16.0769230769231
"217",0,0,1,0,1,"1","1","2","2",0,0,1,0,1,1,1,1,NA,3,1,2,NA,NA,NA,NA,NA,NA,1,42,17,17.6025641025641,6.52564102564103,5.41025641025641,3.28205128205128
"218",0,1,1,1,1,NA,NA,"1","1",0,1,1,0,1,1,1,NA,3,3,1,2,1,NA,NA,4,2,NA,NA,42,18.1581196581197,17.6025641025641,6.52564102564103,5.41025641025641,6.42735042735043
"219",0,0,1,0,1,"1","1","1",NA,0,1,1,0,1,1,0,0,2,NA,2,1,0,3,3,NA,1,4,3,37,17,2,7.50854700854701,5.41025641025641,9.33333333333333
"220",0,0,1,0,1,"1",NA,"1","2",0,1,1,1,1,1,1,0,2,2,1,3,0,4,3,3,1,1,NA,59,17,4,7.50854700854701,10.3333333333333,10
"221",0,0,0,0,1,"1","2","2","2",0,1,0,NA,1,1,1,NA,2,1,2,2,0,4,2,5,1,2,NA,47,17,4,6.52564102564103,5.41025641025641,3.28205128205128
"222",0,0,1,0,1,"1","1",NA,"2",0,1,NA,1,1,1,NA,1,NA,NA,1,3,NA,4,3,4,1,1,5,52,17.3333333333333,0,6.52564102564103,5.41025641025641,3.28205128205128
"223",0,0,1,0,1,"2","2",NA,"2",NA,0,0,0,1,1,1,0,2,3,1,2,0,2,3,NA,1,1,3,46,16,2.66666666666667,15.7820512820513,15.7692307692308,16.0769230769231
"224",0,1,1,0,1,NA,"1","1","2",0,1,1,0,1,1,1,0,NA,NA,2,2,0,NA,NA,3,5,5,NA,47,18.3162393162393,0,12,12.6666666666667,13
"225",0,NA,1,0,1,"2","2","1","2",0,1,0,1,0,1,1,0,4,4,1,NA,0,5,3,2,1,1,5,51,15.3333333333333,0,13.6666666666667,13,13.3333333333333
"226",0,0,0,0,1,"1",NA,"2","2",0,0,0,1,1,1,1,1,NA,1,1,2,1,5,3,NA,1,1,NA,52,17.3333333333333,17.6025641025641,9.33333333333333,7.47008547008547,4.85470085470085
"227",0,NA,1,0,1,"1","1","1","2",0,0,0,1,0,1,1,0,3,NA,1,2,0,5,3,4,1,NA,3,35,17,15.0683760683761,15.7820512820513,15.7692307692308,16.0769230769231
"228",0,NA,1,1,1,"2","2","2",NA,0,1,1,0,NA,1,1,0,2,NA,NA,2,0,NA,3,3,1,3,NA,55,17,2.66666666666667,12.3333333333333,12,12.3333333333333
"229",0,1,1,1,1,"1","1","1","2",NA,1,1,1,1,1,1,1,2,NA,4,2,0,4,NA,2,NA,NA,NA,53,18.1581196581197,17.6025641025641,9,8.66666666666667,9
"230",NA,0,1,0,0,"1","1","1","2",0,0,0,1,1,1,NA,1,2,NA,2,3,0,3,2,3,1,NA,3,48,16.6666666666667,17.6025641025641,12,10.3333333333333,11
"231",0,0,1,1,1,"1","1","2",NA,0,NA,0,1,1,1,1,1,NA,3,1,2,0,NA,NA,3,1,2,NA,45,17,17.6025641025641,12.3333333333333,12.3333333333333,13.6666666666667
"232",0,1,0,0,1,"1","1","1","1",0,1,NA,1,1,1,1,0,2,NA,2,2,0,NA,NA,2,1,1,NA,42,17,3.33333333333333,11,11.3333333333333,11.3333333333333
"233",0,1,1,0,1,"2","2","2","2",1,1,NA,1,1,1,1,1,4,4,1,NA,0,4,5,5,NA,NA,NA,54,17,17.6025641025641,10.6666666666667,9,8.66666666666667
"234",0,1,1,0,1,"1","1","2","1",0,1,1,1,1,1,1,NA,4,4,1,2,0,NA,NA,NA,2,4,NA,57,16,0.666666666666667,13.6666666666667,12.6666666666667,12.6666666666667
"235",0,NA,1,1,1,"1","1","1","2",0,1,1,0,1,1,1,NA,1,1,2,2,0,NA,4,NA,1,1,NA,49,16,17.6025641025641,7.84188034188034,5.41025641025641,3.28205128205128
"236",0,NA,1,0,1,"1","1","2","2",0,NA,0,1,1,1,1,NA,NA,2,NA,3,0,5,3,3,1,3,2,53,16,17.6025641025641,10,6.60683760683761,9
"237",0,1,1,1,1,"1","1","1","1",0,0,1,1,NA,1,1,1,2,NA,1,2,0,4,NA,NA,NA,NA,NA,51,17,5,15.7820512820513,12,11.6666666666667
"238",0,0,1,0,1,"1","1","1","2",0,0,0,0,NA,1,1,1,2,NA,1,1,NA,4,5,2,1,1,NA,45,16,17.6025641025641,12.6666666666667,12,12.3333333333333
"239",0,0,0,0,1,"1","2","1","2",0,0,0,1,1,1,0,0,2,NA,NA,2,0,2,NA,NA,1,1,3,53,17,2,13.3333333333333,11.3333333333333,11
"240",0,1,1,0,1,"1",NA,NA,"1",0,0,0,0,1,0,1,0,2,2,1,2,NA,NA,NA,NA,3,5,NA,55,18,0,6.52564102564103,5.41025641025641,3.28205128205128
"241",0,1,1,1,1,NA,"1","1","2",0,0,0,1,1,1,1,1,4,3,NA,2,0,NA,5,5,1,NA,5,56,17.8247863247863,17.6025641025641,11.3333333333333,10.6666666666667,10.6666666666667
"242",0,1,0,1,0,"2","1",NA,"2",0,1,1,0,1,1,1,0,NA,4,2,2,0,NA,3,NA,2,3,NA,51,16.6,2.4,10.6,10,10.8
"243",0,1,1,1,1,"2",NA,"1","2",0,0,0,1,NA,1,1,0,4,3,1,1,0,5,4,NA,1,1,NA,46,16,0,6.52564102564103,5.41025641025641,3.28205128205128
"244",0,1,1,0,1,"2","2","1","2",0,0,0,1,1,1,1,0,4,4,NA,1,0,5,NA,2,1,2,5,48,16,1.33333333333333,13,12.6666666666667,13
"245",0,0,1,0,1,"1","1","1","2",0,1,1,0,0,1,1,1,2,NA,2,3,NA,4,4,NA,1,NA,3,54,18,0,6.52564102564103,5.41025641025641,3.28205128205128
"246",0,1,1,0,1,"1","1","1",NA,0,0,0,0,1,1,1,0,2,NA,NA,1,0,NA,3,3,1,1,4,50,15,6,15.7820512820513,15.7692307692308,16.0769230769231
"247",0,1,1,0,1,"1","1","1","1",0,0,0,0,1,1,1,0,NA,3,2,1,0,5,2,NA,1,1,2,45,17,2.66666666666667,12.3333333333333,12,12.3333333333333
"248",0,1,1,0,1,"2","2","2","2",0,0,0,0,0,0,1,NA,NA,1,1,1,3,5,NA,5,5,5,NA,47,18.474358974359,17.6025641025641,7.50854700854701,9,8
"249",0,1,0,1,1,"1","2","1","2",0,1,0,0,1,1,NA,NA,3,3,1,2,NA,NA,3,3,1,3,5,50,18.3162393162393,5.33333333333333,6.52564102564103,5.41025641025641,3.28205128205128
"250",0,1,1,0,1,"1","1","2","2",0,0,1,0,0,1,1,0,NA,2,1,NA,0,4,3,2,NA,NA,5,53,15.3333333333333,0,13,15.1794871794872,16.0769230769231
"251",0,1,1,0,1,"2","1","1","2",0,NA,0,0,1,0,1,0,3,2,2,1,NA,4,NA,NA,NA,4,5,56,18,2,7.01709401709402,8.33333333333333,8
"252",0,1,1,0,1,"1","1","2","2",1,1,0,NA,0,1,NA,0,3,NA,3,2,0,5,3,3,1,NA,2,45,15.3333333333333,5.66666666666667,6.52564102564103,9.66666666666667,5.52136752136752
"253",0,1,1,0,1,"2","2","2","2",0,0,0,0,0,0,1,0,2,1,1,1,NA,NA,NA,5,NA,5,5,53,18,2,7.01709401709402,8.33333333333333,8
"254",0,1,0,0,1,"1","1","1","2",0,0,0,NA,0,1,0,0,2,NA,2,1,0,3,NA,2,1,3,3,57,16,0,7.50854700854701,9.33333333333333,9.66666666666667
"255",0,1,0,0,1,"1","1","1","2",0,0,0,0,0,1,NA,0,2,NA,1,1,0,4,NA,2,NA,4,NA,39,17,0.666666666666667,9.33333333333333,11.3333333333333,11
"256",0,1,1,1,1,"1","1","1","2",0,1,0,1,1,1,NA,0,1,1,2,1,1,4,4,4,NA,NA,5,38,17,0.333333333333333,7.68376068376068,9,5.18803418803419
"257",0,0,1,NA,1,"2","2","2","2",0,1,1,1,1,1,1,0,4,NA,1,4,0,NA,2,3,1,NA,NA,54,17,4,15.1880341880342,12.6666666666667,14.3589743589744
"258",0,1,1,NA,0,"2","1","2","2",0,NA,0,0,1,1,1,0,4,3,1,2,0,4,3,1,1,1,1,59,18.474358974359,17.6025641025641,11,11.3333333333333,11.6666666666667
"259",0,1,1,0,1,"1","1","1","2",0,0,0,1,NA,1,1,0,NA,1,1,2,0,5,NA,4,1,2,NA,42,18,5.66666666666667,15.7820512820513,15.7692307692308,13.3333333333333
"260",0,0,1,1,1,"2","2","1","1",0,0,NA,1,1,1,1,1,2,NA,1,NA,0,NA,NA,1,1,1,NA,52,17,0.333333333333333,7.68376068376068,9,5.18803418803419
"261",0,0,1,0,1,NA,"1","1","1",0,1,1,0,1,1,NA,NA,4,3,1,2,0,NA,1,2,1,NA,NA,55,18.1581196581197,17.6025641025641,15.7820512820513,15.7692307692308,16.0769230769231
"262",0,1,1,0,1,NA,"1","1","2",0,1,1,0,0,1,1,0,4,NA,1,2,0,4,NA,2,1,1,3,52,18,2,7.01709401709402,8.33333333333333,8
"263",0,1,NA,0,1,"1","1","1","2",0,0,0,1,0,1,NA,0,3,2,1,NA,0,5,3,NA,1,1,3,40,18,0,12,11.3333333333333,12
"264",0,0,1,0,1,"1","1","1","2",0,0,0,1,0,1,NA,0,3,3,1,3,0,NA,NA,NA,1,NA,NA,55,17,6,9.33333333333333,7.47008547008547,8.66666666666667
